yourlist:M202206094ABAA9BC7178C81CEBC9459510EDDEA34FF825K	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC593854	A0A7M7NVU0	A0A7M7NVU0_STRPU	unreviewed	Beta-mannosidase (EC 3.2.1.25) (Mannanase)		Strongylocentrotus purpuratus (Purple sea urchin)	892
LOC593854	A0A7M7NYG8	A0A7M7NYG8_STRPU	unreviewed	Beta-mannosidase (EC 3.2.1.25) (Mannanase)		Strongylocentrotus purpuratus (Purple sea urchin)	888
LOC100887834	A0A7M7GFZ2	A0A7M7GFZ2_STRPU	unreviewed	F-box domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	818
LOC100887834	A0A7M7NVR1	A0A7M7NVR1_STRPU	unreviewed	F-box domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	898
LOC590650	A0A7M7PKR7	A0A7M7PKR7_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	570
LOC105443099	A0A7M7P5R2	A0A7M7P5R2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3611
LOC578005	A0A7M7GL96	A0A7M7GL96_STRPU	unreviewed	Coronin		Strongylocentrotus purpuratus (Purple sea urchin)	813
LOC578005	A0A7M7HL77	A0A7M7HL77_STRPU	unreviewed	Coronin		Strongylocentrotus purpuratus (Purple sea urchin)	799
LOC578005	A0A7M7HP88	A0A7M7HP88_STRPU	unreviewed	Coronin		Strongylocentrotus purpuratus (Purple sea urchin)	787
LOC115920715	A0A7M7N9M6	A0A7M7N9M6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	330
LOC115920715	A0A7M7SUY5	A0A7M7SUY5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	331
LOC582771	A0A7M7TGV5	A0A7M7TGV5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1177
LOC763813	A0A7M7NT46	A0A7M7NT46_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1273
LOC592866	A0A7M7T533	A0A7M7T533_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	545
LOC585234	A0A7M7PTA8	A0A7M7PTA8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	600
LOC591965	A0A7M7N4A8	A0A7M7N4A8_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1018
LOC591423	A0A7M7N661	A0A7M7N661_STRPU	unreviewed	SAP domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1145
LOC591423	A0A7M7SUC8	A0A7M7SUC8_STRPU	unreviewed	SAP domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1144
LOC105443615	A0A7M7NZ17	A0A7M7NZ17_STRPU	unreviewed	Ig-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1008
LOC577735	A0A7M7LTL7	A0A7M7LTL7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	419
LOC577735	A0A7M7RC76	A0A7M7RC76_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	424
LOC583805	A0A7M7GFP8	A0A7M7GFP8_STRPU	unreviewed	WH1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	362
LOC583805	A0A7M7TGX9	A0A7M7TGX9_STRPU	unreviewed	WH1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	359
LOC591895	A0A7M7HEJ4	A0A7M7HEJ4_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	412
LOC591895	A0A7M7RES1	A0A7M7RES1_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	411
LOC100888204	A0A7M7N6L9	A0A7M7N6L9_STRPU	unreviewed	RRM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1832
LOC100888204	A0A7M7N7S0	A0A7M7N7S0_STRPU	unreviewed	RRM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1777
LOC105442568	A0A7M7NS59	A0A7M7NS59_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3325
LOC752216	A0A7M7PTF6	A0A7M7PTF6_STRPU	unreviewed	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	1021
LOC105442617	A0A7M7T2N8	A0A7M7T2N8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	170
LOC576870	A0A7M7R9V7	A0A7M7R9V7_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	365
LOC100891519	A0A7M7HLJ4	A0A7M7HLJ4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	505
LOC591084	A0A7M7HM70	A0A7M7HM70_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4887
LOC591084	A0A7M7HML0	A0A7M7HML0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4888
LOC591084	A0A7M7HPP2	A0A7M7HPP2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4929
LOC591084	A0A7M7MYK8	A0A7M7MYK8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4953
LOC591084	A0A7M7MYU7	A0A7M7MYU7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4938
LOC591084	A0A7M7MYX3	A0A7M7MYX3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4955
LOC591084	A0A7M7MYZ0	A0A7M7MYZ0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4950
LOC591084	A0A7M7MZ34	A0A7M7MZ34_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4954
LOC591084	A0A7M7MZU9	A0A7M7MZU9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4936
LOC591084	A0A7M7N001	A0A7M7N001_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4954
LOC591084	A0A7M7N156	A0A7M7N156_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4954
LOC591084	A0A7M7SSQ3	A0A7M7SSQ3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4954
LOC591084	A0A7M7SSU8	A0A7M7SSU8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4951
LOC105446676	A0A7M7PCH3	A0A7M7PCH3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1189
LOC100892044	A0A7M7PUA7	A0A7M7PUA7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1948
LOC100889714	A0A7M7NVJ1	A0A7M7NVJ1_STRPU	unreviewed	IPT/TIG domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	413
LOC100889714	A0A7M7NWW6	A0A7M7NWW6_STRPU	unreviewed	IPT/TIG domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	345
LOC100889714	A0A7M7SZ62	A0A7M7SZ62_STRPU	unreviewed	IPT/TIG domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	427
LOC100889714	A0A7M7SZ88	A0A7M7SZ88_STRPU	unreviewed	IPT/TIG domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	411
LOC100892439	A0A7M7GI87	A0A7M7GI87_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	370
LOC100888144	A0A7M7NDM0	A0A7M7NDM0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1074
LOC100890241	A0A7M7P7W4	A0A7M7P7W4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	421
LOC100890241	A0A7M7PD29	A0A7M7PD29_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	423
LOC100890241	A0A7M7T1Q6	A0A7M7T1Q6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	421
LOC115929498	A0A7M7PPN5	A0A7M7PPN5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	312
LOC100891858	A0A7M7N299	A0A7M7N299_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	357
LOC584826	A0A7M7P7K5	A0A7M7P7K5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	705
LOC100889230	A0A7M7NFA3	A0A7M7NFA3_STRPU	unreviewed	Fork-head domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	497
LOC100891593	A0A7M7PME0	A0A7M7PME0_STRPU	unreviewed	AAA domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1241
LOC105437983	A0A7M7PM67	A0A7M7PM67_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	477
LOC105437983	A0A7M7PND0	A0A7M7PND0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	476
LOC105437983	A0A7M7PQ51	A0A7M7PQ51_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	418
LOC105437983	A0A7M7T4A4	A0A7M7T4A4_STRPU	unreviewed	Fibronectin type-III domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	341
LOC105437510	A0A7M7T4A5	A0A7M7T4A5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1038
LOC579220	A0A7M7HIJ0	A0A7M7HIJ0_STRPU	unreviewed	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)		Strongylocentrotus purpuratus (Purple sea urchin)	382
LOC579220	A0A7M7RG30	A0A7M7RG30_STRPU	unreviewed	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)		Strongylocentrotus purpuratus (Purple sea urchin)	377
LOC115922877	A0A7M7NLP6	A0A7M7NLP6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	529
LOC575871	A0A7M7RAZ9	A0A7M7RAZ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	178
LOC105440586	A0A7M7NM71	A0A7M7NM71_STRPU	unreviewed	C1q domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	309
LOC100890221	A0A7M7P435	A0A7M7P435_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	328
LOC756089	A0A7M7T3V0	A0A7M7T3V0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	370
LOC585628	A0A7M7NDP6	A0A7M7NDP6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	556
LOC585628	A0A7M7NG66	A0A7M7NG66_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	490
LOC100888979	A0A7M7NXV0	A0A7M7NXV0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	868
LOC762563	A0A7M7SUD0	A0A7M7SUD0_STRPU	unreviewed	DNA damage-binding protein 1		Strongylocentrotus purpuratus (Purple sea urchin)	1217
LOC577159	A0A7M7NMV1	A0A7M7NMV1_STRPU	unreviewed	CCM2_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	415
LOC577159	A0A7M7NN22	A0A7M7NN22_STRPU	unreviewed	CCM2_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	416
LOC577159	A0A7M7NQC3	A0A7M7NQC3_STRPU	unreviewed	CCM2_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	409
LOC577159	A0A7M7NT42	A0A7M7NT42_STRPU	unreviewed	CCM2_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	400
LOC577159	A0A7M7SXQ2	A0A7M7SXQ2_STRPU	unreviewed	CCM2_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	379
LOC579679	A0A7M7TGL5	A0A7M7TGL5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	280
LOC100894091	A0A7M7NZD0	A0A7M7NZD0_STRPU	unreviewed	Rab-GAP TBC domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	786
LOC100894091	A0A7M7NZL8	A0A7M7NZL8_STRPU	unreviewed	Rab-GAP TBC domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	750
LOC100894091	A0A7M7P1N9	A0A7M7P1N9_STRPU	unreviewed	Rab-GAP TBC domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	776
LOC100894091	A0A7M7P4V8	A0A7M7P4V8_STRPU	unreviewed	Rab-GAP TBC domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	769
LOC100894091	A0A7M7T007	A0A7M7T007_STRPU	unreviewed	Rab-GAP TBC domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	767
LOC757309	A0A7M7PLR6	A0A7M7PLR6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	839
LOC763262	A0A7M7N2L9	A0A7M7N2L9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	218
LOC587211	A0A7M7HM48	A0A7M7HM48_STRPU	unreviewed	STN1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	311
LOC587211	A0A7M7RDI1	A0A7M7RDI1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	373
LOC100893308	A0A7M7NB80	A0A7M7NB80_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	568
LOC115926178	A0A7M7PBB6	A0A7M7PBB6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	630
LOC100890913	A0A7M7P8V1	A0A7M7P8V1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1675
LOC100888792	A0A7M7N086	A0A7M7N086_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	701
LOC100888792	A0A7M7N0B1	A0A7M7N0B1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	645
LOC100888792	A0A7M7N0P6	A0A7M7N0P6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	645
LOC100888792	A0A7M7N0T3	A0A7M7N0T3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	701
LOC100888792	A0A7M7N1F7	A0A7M7N1F7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	648
LOC105443132	A0A7M7NTI9	A0A7M7NTI9_STRPU	unreviewed	Nucleoplasmin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	316
LOC105443132	A0A7M7NTN5	A0A7M7NTN5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	345
LOC105443132	A0A7M7NUX0	A0A7M7NUX0_STRPU	unreviewed	Nucleoplasmin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	319
LOC105443132	A0A7M7NYU6	A0A7M7NYU6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	372
LOC105443132	A0A7M7SYS7	A0A7M7SYS7_STRPU	unreviewed	Nucleoplasmin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	346
LOC105443132	A0A7M7SYV0	A0A7M7SYV0_STRPU	unreviewed	Nucleoplasmin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	343
LOC105441220	A0A7M7PKV5	A0A7M7PKV5_STRPU	unreviewed	EGF-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	413
LOC580780	A0A7M7N7L0	A0A7M7N7L0_STRPU	unreviewed	Alanine transaminase (EC 2.6.1.2)		Strongylocentrotus purpuratus (Purple sea urchin)	539
LOC115924536	A0A7M7SZH0	A0A7M7SZH0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	141
LOC763546	A0A7M7G1G6	A0A7M7G1G6_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	339
LOC580948	A0A7M7PJL7	A0A7M7PJL7_STRPU	unreviewed	UBX domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	736
LOC580797	A0A7M7HIG7	A0A7M7HIG7_STRPU	unreviewed	Sema domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	844
LOC100890930	A0A7M7HL30	A0A7M7HL30_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2844
LOC115925910	A0A7M7T0Z7	A0A7M7T0Z7_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	340
LOC575693	A0A7M7LLH4	A0A7M7LLH4_STRPU	unreviewed	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)		Strongylocentrotus purpuratus (Purple sea urchin)	360
LOC579553	A0A7M7SUC4	A0A7M7SUC4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	517
LOC764716	A0A7M7P8J6	A0A7M7P8J6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3493
LOC764716	A0A7M7P933	A0A7M7P933_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3471
LOC764716	A0A7M7P971	A0A7M7P971_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3492
LOC764716	A0A7M7PAJ0	A0A7M7PAJ0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3393
LOC764716	A0A7M7PBB8	A0A7M7PBB8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3492
LOC764716	A0A7M7PE83	A0A7M7PE83_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3491
LOC764716	A0A7M7T1X7	A0A7M7T1X7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3491
LOC764716	A0A7M7T1Z3	A0A7M7T1Z3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3450
LOC589978	A0A7M7PM54	A0A7M7PM54_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	837
LOC105439711	A0A7M7NJJ3	A0A7M7NJJ3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	480
LOC584382	A0A7M7P8J2	A0A7M7P8J2_STRPU	unreviewed	RING-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	468
LOC753079	A0A7M7G0M6	A0A7M7G0M6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	211
LOC753079	A0A7M7HFD6	A0A7M7HFD6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	211
LOC753079	A0A7M7HJ92	A0A7M7HJ92_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	210
LOC100891530	A0A7M7GP27	A0A7M7GP27_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	515
LOC753986	A0A7M7G3G2	A0A7M7G3G2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	203
LOC753176	A0A7M7MZP0	A0A7M7MZP0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1880
LOC587050	A0A7M7MXM7	A0A7M7MXM7_STRPU	unreviewed	Endoplasmic reticulum transmembrane protein		Strongylocentrotus purpuratus (Purple sea urchin)	248
LOC587676	A0A7M7HKM1	A0A7M7HKM1_STRPU	unreviewed	CRC domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	705
LOC756684	A0A7M7PJT5	A0A7M7PJT5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	700
LOC756684	A0A7M7PJU3	A0A7M7PJU3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	647
LOC756684	A0A7M7PKF4	A0A7M7PKF4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	698
LOC756684	A0A7M7PKG2	A0A7M7PKG2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	666
LOC756684	A0A7M7PKZ0	A0A7M7PKZ0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	679
LOC756684	A0A7M7PLG3	A0A7M7PLG3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	704
LOC756684	A0A7M7PLH3	A0A7M7PLH3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	672
LOC756684	A0A7M7PLV4	A0A7M7PLV4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	698
LOC756684	A0A7M7PLW3	A0A7M7PLW3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	667
LOC756684	A0A7M7PMN6	A0A7M7PMN6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	693
LOC756684	A0A7M7PMQ2	A0A7M7PMQ2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	704
LOC756684	A0A7M7PMR7	A0A7M7PMR7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	673
LOC756684	A0A7M7PNR3	A0A7M7PNR3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	671
LOC756684	A0A7M7PP58	A0A7M7PP58_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	693
LOC756684	A0A7M7PP66	A0A7M7PP66_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	662
LOC756684	A0A7M7PQK5	A0A7M7PQK5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	691
LOC756684	A0A7M7PQL2	A0A7M7PQL2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	640
LOC756684	A0A7M7T4C8	A0A7M7T4C8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	705
LOC756684	A0A7M7T4D0	A0A7M7T4D0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	674
LOC756684	A0A7M7T4D7	A0A7M7T4D7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	686
LOC756684	A0A7M7T4D9	A0A7M7T4D9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	635
LOC105445269	A0A7M7N9M9	A0A7M7N9M9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	603
LOC105445269	A0A7M7NAN4	A0A7M7NAN4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	595
LOC105445269	A0A7M7SUI6	A0A7M7SUI6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	572
LOC105446389	A0A7M7NY72	A0A7M7NY72_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3520
LOC576141	A0A7M7N2Z7	A0A7M7N2Z7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2519
